,full_text,full_text_eng,classification,classification naive bayes
626,malam hari hadir konsolidasi menang milu tahun 2024 partai golkar jelang coblos tanggal 14 februari partai golkar siap lahir batin juang menang milu sejahtera masyarakat indonesia salam,At night there was a consolidation of winning the 2024 Golkar Party ahead of Coblos on February 14 the Golkar Party was ready to be born ,Positif,Positif
627,bhabinkamtibmas kel poris plawad indah kec cipondoh aiptu saadih sambang silaturahmi cooling system jelang milu 2024 tokoh masyarakat temu bapak nurdin jl maulana hasanudin rt0101 kelporis plawad indah kec cipondoh selasa 30 januari 2024,Bhabinkamtibmas Kel Poris Plawad Indah Kec Cipondoh Aiptu Saadih Sambang Silaturahmi Cooling System Ahead ,Netral,Positif
628,penuh hak milu 2024 kalapas kalabahi terima surat pemberitahuan dapatb kpu kabupaten alor 41 warga bina,Full of Milu Rights 2024 Kalapas Kalabahi Receives Notification Letter Can be the KPU of Alor Regency 41 residents of Bina ,Positif,Positif
629,kalau kamu bagus mana,where are you good ,Positif,Positif
630,bawaslu rohul matang teknis awas milu 2024,Bawaslu Rohul mature technical alert MILU 2024 ,Positif,Positif
631,satu uang transfer bimtek berapa anggar bom bimtek kenapa kpps tidak uang apa apa bahkan snack tidak,one bimtek transfer money how much bimtek bombs why KPPS is not any money even snacks ,Positif,Positif
632,milenial mudamudi lihat ganjar pranowomahfud md calon pimpin tepat indonesia komitmen menciptidakan masa depan lebih baik,Millennial Young Mudi See Ganjar Pranowo Mahfud Md Prospective Leader of Indonesia Commitment to Create a Better Future ,Positif,Positif
633,polda kalbar laksana latih simulasi aman tapispastikan personel siap milu 2024,West Kalimantan Polda like a safe simulation training ensures personnel ready for 2024 ,Positif,Positif
634,bhabinkamtibmas desa tokawi laksana patroli dialogis satkamling cipta kondisi kondusif masa ksampaianye milu 2024 dusun krajan rt 002 rw 002 desa tokawi kab pacitan,Bhabinkamtibmas Tokawi Village like a dialogical patrol of Satkamling Cipta Condutive Conditions Period Milu 2024 Krajan Hamlet 002 RW 002 Tokawi Village Pacitan Regency ,Netral,Positif
635,gibran prabowo menang milu 2024,Gibran Prabowo won Milu 2024 ,Netral,Positif
636,siapa jadi anggota kpps pasang jadi anggota kpps,who became a member of the KPPS to be a member of the KPPS ,Netral,Positif
637,seru nih pakde main beri sembako raih suara mungkin strategi menang milu 2024,exclaimed pakde playing giving groceries to reach votes maybe the strategy of winning miles 2024 ,Positif,Positif
638,nah ssampaiing kawan puan mau tahu tugas kpps masa kerja milu 2024,Translatedsrcms desten textWell my friends want to know the work of the workforce 2024 ,Netral,Positif
639,capres ganjar pranowo dialog milenial gen z ambon malu,Candidate Ganjar Pranowo Millennial Dialogue Gen Z Ambon Shame ,Netral,Positif
640,desain akhir baliho 14 hari tuju milu 2024,Final Design of Billboards 14 Days Goals for MILU 2024 ,Netral,Positif
641,bocil ikutikutan anggap rakyat banyak sikap dungu merekaaku makin kuat katanyahehehekita anggap hibur saja dehkita lihat fakta 14 februari 2024,Translatedsrcms desten textLeaked in accordance with the people of the people I have a lot of stubbornness I am more stronger than we can see the fact that we can see the facts of February 14 2024 ,Positif,Positif
642,kalau gitu ngapain milu presiden 2024,If so what are you doing in 2024 ,Netral,Positif
643,bahas awas masa ksampaianye milu 2024 panwascam banjar gelar press release,Early Language of the 2024 Panwascam Banjar Election Campaign Period Title Press Release ,Positif,Positif
644,sinergitas ketua pa jombang hadir apel netralitas asn milu 2024,The synergy of the Chairperson of PA Jombang was present the neutrality of ASN MILU 2024 ,Netral,Positif
645,bhabinkamtibmas kel ketapang aiptu abdul mu sambang staf kel ketapang rangka cooling system milu 2024 jl darussalam vii 0508 kel ketapang kec cipondoh kota tangerang dalam sempat bhabinkamtibmas beri pesan kamtibmas selasa 30 januari 2024,Bhabinkamtibmas Kel Ketapang Aiptu Abdul Mu Sambang Ketapang Staff Ketapang Frame Cooling System MILU 2024 Jl Darussalam VII 0508 Kel Ketapang Kec Cipondoh Tangerang City In Bhabinkamtibmas Give Kamtibmas Message Tuesday 30 January 2024 ,Netral,Positif
646,sekjen pdip hasto kristiyanto papar beberapa ini jadi fokus jelang coblos milu 2024 14 februari datang sekretaris tapin ganjarmahfud jelas partai siap banyak saksi yang lengkap sistem cegah curang,PDIP Secretary General Hasto Kristiyanto said that some of these became the focus ahead of the 2024 mile voting February 14th the Secretary of Tapin Ganjarmahfud was clearly the party was ready for many witnesses ,Positif,Positif
647,ganjar pranowomahfud md calon pimpin tepat indonesia tekan partisipasi milenial tentu arah negara,Ganjar Pranowomahfud MD Candidates for the Right Indonesia Press Millennial Participation of course the direction of the country ,Positif,Positif
648,kejut capres ganjar pidato depan banteng arek malang tengah hujan,shock presidential candidate ganjar speech in front of bull arek Malang is rainy ,Netral,Positif
649,siap sambut,Ready to welcome ,Positif,Positif
650,polri kirim 111 personel gabung satgas aman pam tempat mungut suara luar negeri tapisln ratus personel sebut nanti tugas awal jalan milu 2024 wni ada malaysia singapura australia arab saudi belanda,Polri Sends 111 Personnel Joining the Task Force Aman Pam where the Tapisln Hundred Personnel Votes call later the initial task of the 2024 Indonesian Indonesian citizen Jalan Singapore Australia Saudi Arabia Dutch ,Netral,Positif
651,all in gass terus moga stabil bahkan tingkat terus ssampaiai hari h milu 2024 mersetujut02 jauh lawan,All in Gass continues to be stable even the level continues to arrive at the day of MILU 2024 MERSEJUT02 ,Netral,Positif
652,ksampaianye akbar ganjar pranowo ambon,Akbar Akbar Ganjar Pranowo Ambon ,Netral,Positif
653,pdip siap 16 juta saksi usai terima kabar potensi curang coblos milu 2024 sekjen pdip hasto kristiyanto papar beberapa yang ini jadi fokus jelang lengkap,PDIP Ready 16 Million Witnesses After Receiving News of the Potential of Cheating Coblos Milu 2024 PDIP Secretary General Hasto Kristiyanto Some of these which are focused ahead of complete ,Positif,Positif
654,moga ssampaiai milu 2024 kelar laksana paslon 02 terusss mersetujut02 jauh lawan,I hope that the 2024 MILU SSAMPAI KEAR like Paslon 02 Terusss Mersetujut02 is far opponent ,Positif,Positif
655,ganjar pranowo tiba banda neira warga satusatunya capres datang pulau banda,Ganjar Pranowo arrived in Banda Neira a resident of the presidential candidate to come in Banda Island ,Netral,Positif
656,percaya deh bakal ssampaiai akhir milu 2024 terus mersetujut02 jauh lawan adaa,Believe it will arrive at the end of the 2024 mile and continue to be up to the opponents opponent ,Netral,Positif
657,bhabinkamtibmas kel poris plawad kec cipondoh aipda komarudin sambang rangka cooling system jelang milu 2024 aman lingkung cluster palem rw 11 kel poris plawad kec cipondoh kota tangerang,Bhabinkamtibmas Kel Poris Plawad Kec Cipondoh Aipda Komarudin Sambang Frame Cooling System Ahead ,Netral,Positif
658,calon pimpin tepat indonesia ganjar pranowomahfud md menciptidakan visi relevan inspiratif generasi muda,Candidate for the right leader of Indonesia Ganjar Pranowomahfud MD created the relevant vision of the inspirational younger generation ,Positif,Positif
659,ksampaianye ambon ganjar sambut antusias warga,Ambon Ambon Ganjar Ganjars enthusiasm ,Netral,Positif
660,bawaslu jambi ajak masyarakat awas milu 2024 baca lengkap like follow share,Bawaslu Jambi invites the community to be alert to MILU 2024 Read FULL LIKE FOLLOW SHARE ,Positif,Positif
661,masyarakat indonesia khusus pilih milu damai 2024 jadi pilih cerdas tidak makan informasi hoaks turut sebar beritaberita hoaks konten negatif lain,Indonesian Special Society Choose Milu Damai 2024 So Choose Intelligent Not Eating Hoaks Information Also spreading with another negative content hoaks ,Positif,Positif
662,pihak2 bikin atur milu wajib tanggung jawab milu 2024 berkwalitas milu luber jurdil mungkin wujud selenggara negara aktif ikut kontestasi milu wajib undur diri cuti penuh sjk awal ksampaianye,Parties make the miles compulsory miles of Milu 2024 quality Milu Luber Jurdil may be the form of an active state to participate ,Negatif,Positif
663,ungkap alas banda neira ganjar ingin lihat ujung indonesia,said Alas Banda Neira Ganjar Want to see the tip of Indonesia ,Negatif,Positif
664,apk serta milu penuh area taman depok,APK and Milu Full of Depok Park Area ,Positif,Positif
665,jelang milu 2024 presiden joko widodo justru kerap blusukan hingga bagi bantu sosial bansos tanggap sebut cawapres nomer urut 1 cak imin tegur sikap jokowi ist,Ahead of MILU 2024 President Joko Widodo is often blusukan until for social aids Social Assistance Social Assist ,Positif,Positif
666,yang hormat bapakibu kriteria surat suara sah milu tahun 2024 sama milu 2019,who respect the criteria of the legitimate ballot miles in 2024 with the 2019 MILU ,Netral,Positif
667,pasang spanduk himbauan rangka jelang milu damai 2024 beda pilih tetap jaga satu ciptidakan banten aman,Install the banner appeal to the frame ahead of the Milu Peace 2024 Different Choose keep one of the safe Banten Ciptidakan ,Positif,Positif
668,bawaslu jepara laku awas epak logistik milu 2024 tiga gudang logistik kpu jepara,Jepara Bawaslu Laku Awas Epak Logistics Milu 2024 Three Logistics Warehouses of Jepara KPU ,Netral,Positif
669,satgas damai cartenz ikut andil milu 2024 kepala operasi damai cartenz 2024 kombes pol dr faizal ramadhani s sos sik mh menyatidakan pihak libat aman giat milu tahun 2024 serang kelompok kriminal senjata kkb papua,The Damai Cartenz Task Force took part in MILU 2024 Head of the Cartenz Damai Operation 2024 Kombes Pol Dr Faizal Ramadhani S Sos SIK MH which was secreted as a safe side of MILU in 2024 attacking the Criminal Group of KKB Papua weapons ,Positif,Positif
670,ganjar pranowomahfud md calon pimpin tepat indonesia jadi simbol padu tradisi kini,Ganjar Pranowomahfud MD Candidates for the Right of Indonesia to be a symbol of the current tradition ,Positif,Positif
671,singgung gaya jawab debat ganjar pidato hajat rakyat makassar,offend the style of answer to the debate of the Ganjar Speech of the People of Makassar ,Netral,Positif
672,jaga kamtibmas jelang milu 2024 polres tengah patroli objek vital lokasi ramai tribun gayo,Maintain Kamtibmas ahead of Milu 2024 Polres Middle Patrol Vital Objects Location Crowded Gayo Tribune ,Positif,Positif
673,survei lsi denny ja prabowo naik anies ganjar jaran,LSI Survey Denny Ja Prabowo rides Anies Ganjar Jaran ,Netral,Positif
674,kursi dapil banten i jadi rebut antar dinasti lokal putri daerah elit partai,Banten Electoral Chair I became a fight between local dynasties of the party elite region ,Netral,Positif
675,cooling system polri ajak masyarakat bersamaa sama ciptidakan situasi kondusif milu 2024,Cooling System Polri invites the community together with the same Ciptidakan Situ Situation MILU 2024 ,Netral,Positif
676,polri laksana patroli menciptidakan situasi kondusif tahap milu 2024 polri,POLRI Like Patrol Creates a conducive situation in the 2024 MILU POLRI ,Netral,Positif
677,kawal ssampaiai 02 jadi menang milu 2024 mersetujut02 jauh lawan,Kawal Ssampaii 02 So Winning Milu 2024 Mersetujut02 Far Employees ,Positif,Positif
678,repost from kamu perlu tau ini cara lihat profil calon anggota legislatif milu tahun 2024 simak infografis ya,Repost from you need to know this is how to see the profile of prospective legislative members of MILU in 2024 see infographic ,Netral,Positif
679,apel siaga satlinmas 2024 kapolresta banyuwangi kombes pol nanang haryono sh sik mendsampaiingi bupati banyuwangi h ipuk festiyandani spd serta forkopimda banyuwangi laksana apel siaga satlinmas rangka aman milu 2024,Apple Alert Satlinmas 2024 Kapolresta Banyuwangi Kombes Pol Nanang Haryono SH SIK Semsiingi Banyuwangi Regent H Ipuk Festiyandani SPd and Banyuwangi Forkopimda like APEL APPI SIAGA SATLINMAS SANTA MILU 2024 ,Netral,Positif
680,personil bhabinkamtibmas laksana sambang dialogis tokoh agama sekaligus laksana cooling system menciptidakan situasi kondusif jelang milu 2024 wilayah hukum polsek anyar,Bhabinkamtibmas personnel like a dialogic sambang religious leaders as well as a cooling system created a conducive situation ahead of the 2024 jurisdiction of the new police station ,Positif,Positif
681,milenial mudamudi yakin ganjar pranowomahfud md calon pimpin tepat indonesia akan bawa maju ubah,Millennial Young Mudi Believes Ganjar Pranowo Mahfud MD Prospective Leaders Right Indonesia will bring forward changed ,Positif,Positif
682,aku yakin ssampaiai akhir milu 2024 terus mersetujut02 jauh lawan adaa,Im sure ssamuiai is the end of MILU 2024 and continue to Mesetujut02 far opponents ,Positif,Positif
683,simulasi sebut hadir unsur forkopimda partai politik serta milu tahun 2024 badan adhoc kabupaten enrekang libat langsung simulasi laksana,Simulation said that the elements of political party forkopimda and milu in 2024 ADHOC ADHOC Agency for Enrekang Labis Direct Simulation ,Positif,Positif
684,selasa 301 kpu kabupaten enrekang gelar simulasi mungut hitung suara guna sirekap selenggara milu tahun 2024 tapis terletidak camat anggeraja enrekang,Tuesday 301 KPU Enrekang Regency Holds Simulation of Mungu Calculation of Voice for Sirekap Milu Countains in 2024 Tapis Tapis Not Anggaija Sub District ,Netral,Positif
685,kembang aplikasi data center awas tahap milu 2024 bawaslu lsampaiung rapat kali bahas tindaklanjut siap kembang aplikasi sebut sama bawaslu kabupatenkota selsampaiung lengkap,Flower Data Center Application Awas MILU Phase 2024 Bawaslu LSUPATIUNG MEETING TIME DISCUSSION FOLLOWING READY FOR THE APPLICATION SAMPUKE SAME BAWASLU DISTRICT SELSAMPAIUNG CITY ,Positif,Positif
686,data milik peran penting bicara soal milu demokrasi dokumentasi data baik dasar hasil putus rapat pleno bawaslu provinsi lsampaiung tanggal 27 januari 2024,Data belongs to the important role of talking about democratic data documentation of both the basic results of the results of the Bawaslu Plenary Meeting of the Province of Lsampaiung on January 27 2024 ,Positif,Positif
687,respons ganjar soal prabowogibran ksampaianye jateng kami coba jaga,Ganjars response about Prabowogibran Ksempanye Jateng we tried to guard ,Netral,Positif
688,gelar capres siap menysampaiaikan visi misi gagas untuk akhir kali milu 14 februari saksi debat minggu 4 feb 2024 pkl 1630 wib live kompastv,Candidate for whom conveyed the vision and mission of Gagas for the last time MILU 14 February Witness Debate Week 4 Feb 2024 Pkl 1630 WIB Live KompasTV ,Positif,Positif
689,survei laku acak random ssampailing dapat 1200 responden kemudian kuantifikasi daftar pilih tetap yang ikut milu tahun 2024 besar 204 juta bukan 1200 tahu lembaga survei cari mangan lewat jual beli hasil sains,random random random ssampailing survey can be 1200 respondents then quantifies a list of permanent voters that participated in miles in 2024 Big 204 million not 1200 tofu Survey Institutions Search for manganese through buying and selling science results ,Negatif,Positif
690,blue light patrol sat samapta polres karangasem sambang kantor dprd kab karangasem polda bal polres karangasem jelang milu 2024 satu samapta polres karangasem terus laksana tingkat giat rutin patroli malam hari,Blue Light Patrol Sat Samapta Karangasem Police Sambang Karangasem District Parliament Bal Karangasem Regional Police Ahead ,Positif,Positif
691,daerah jabar masuk kategori rawan politik uang,West Java region is in the category of money prone money prone ,Netral,Positif
692,viral aksi persampaiasan spanduk dukung ganjar gunung kidul ada presiden jokowi,Viral Action of the Social Action Supports Ganjar Gunung Kidul there is President Jokowi ,Positif,Positif
693,komitmen lapas pamekasan raih wbkwbbm sukses milu 2024 news satu pamekasan selasa 30 januari 2024 optimis sukses milu 2024 the post komitmen lapas pamekasan raih wbkwbbm sukses milu 2024 appeared first on news satu,Pamekasan Prison Commitment to win WBKWBBM Success MILU 2024 News One Pamekasan Tuesday 30 January 2024 Optimistic Success of Milu 2024 The Post Commitment Pamekasan Lapas Wins WBKWBBM Successful Milu 2024 Appeared First on News One ,Positif,Positif
694,janganjangan pakde mikir sembako lauk suara masyarakat jawa barat milu 2024,Dont dont think Pakde thinks of the food side dishes of the people of West Java Milu 2024 ,Netral,Positif
695,mimin hasan nasbi jubir prabowogibran paling dungu kerja asbun riset dalam apa uu no72017 sikat kan sama mba bivitri susanti soal boleh jokowi ksampaianye,Mimin Hasan Nasbi Jubir Prabowogibran Most Stupid Work Asbun Research in What Law No72017 Brush the same as Mba Bivitri Susanti about Jokowi Ksuanye ,Negatif,Positif
696,ikut tugas kpps mungut suara dasar putus kpu nomor 66 tahun 2024 pedoman teknis laksana mungut hitung suara milu modul kpps 12,join the task of KPPS to collect basic votes to break KPU Number 66 of 2024 Technical Guidelines Like Mooking Voice Calculation Milu Module KPPS 12 ,Netral,Positif
697,lapor dialogis awal surat suara milu tahun 2024 iqbal91,Report Dialogical Early Election Ballot in 2024 Iqbal 91 ,Positif,Positif
698,ikut mahfud sebut salah satu kandidat calon wakil presiden milu 2024 seyogyanya lapor sebut pimpin negara baikbaik,joined Mahfud calling one of the candidates for Vice President Milu 2024 should report to call the state leader ,Netral,Positif
699,ledak marah rakyat capai puncak nya milu 2024 jadi curang now or never change for indonesia,Angry Creaks People Reach the Peak Milu 2024 So Cheating Now or Never Change For Indonesia ,Negatif,Positif
700,bhabinkamtibmas kel cipondoh makmur aiptu m nurdin laksana sambang silaturahmi laksana cooling system jelang milu 2024 bapak sulaiman lingkung warga rt 0602 kel cipondoh makmur camat cipondoh kota tangerang selasa 30 januari 2024,Bhabinkamtibmas Kel Cipondoh Makmur Aiptu M Nurdin Laksana Sambang Silaturahmi Like Cooling System ahead of Milu 2024 Mr Sulaiman Lingkung Citizens of 0602 Kel Cipondoh Makmur Cipondoh Sub District Tangerang City Tuesday 30 January 2024 ,Netral,Positif
701,statemen milu 2024 jatah prabowoemang ri punya mbah negara demokrasi sama mikir wir,Election Statement 2024 Prabowo Ri Ri Ri has a democratic country as well as thinking about Wir ,Netral,Positif
702,polda kalimantan barat laksana latih simulasi aman tapispastikan personel siap milu 2024,West Kalimantan Regional Police like a safe training simulation ensures personnel ready for 2024 ,Positif,Positif
703,ayo sama sukses milu 2024 penuh damai jangan golong putih tentu pilih beda suara tetap satu tuju indonesia raya,Come on the same success in MILU 2024 peacefully dont go to white Golong of course choose a different sound one of Indonesias goals ,Positif,Positif
704,antisipasi langgar milu 2024 bawaslu kotim bina puluh panwas,Anticipate Langgar Milu 2024 Bawaslu Kotim Bina Panwas ,Netral,Positif
705,jambi hari selasa 30 januari 2024 305 personil terjun polres tebo aman milu 2024,Jambi Tuesday 30 January 2024 305 Personnel Falls for Tebo Aman Milu 2024 Police Station ,Netral,Positif
706,calon pimpin tepat indonesia ganjar pranowomahfud md tawar wawas solusi jalan harap generasi muda,Candidate for the right leader of Indonesia Ganjar Pranowomahfud MD Tawar Wawas Solutions Jalan Harapan Young Generation ,Positif,Positif
707,giat teman andika bedah rumah pak asnawi,active friends andika surgery house pak asnawi ,Negatif,Positif
708,wah pakde sembako depan istana janganjangan strategi akhir buat ngejuara milu 2024 bukan hal bijak dalam urus kreativitas politik,Wow the food pakde in front of the palace should not be the final strategy for migranty 2024 not wise in urus ,Negatif,Positif
709,giat sebut laksana menciptidakan kota yogyakarta aman nyaman damai jelang laksana milu 2024,Enterprising said like creating the city of Yogyakarta safe peaceful peace ,Positif,Positif
710,jaga kompak soliditas rangka jalan amanat tahap milu 2024 bagi kerja atur baik sumber daya ada kerja maksimal laksana tahap,Maintain compact solidity of the Military Mandate Frame Stage MILU 2024 For work Set both resources there is a maximum work like the stage ,Negatif,Positif
711,anggota kpu parsadaan harahap laksana supervisi rangka kuat lembaga kesiap milu tahun 2024 kantor kpu provinsi riau senin 29012024 arah parsa ingat seluruh jajar kpu provinsi riau,Members of KPU Parsadaan Harahap like Supervision of Strong Framework of the 2024 Pressing Institution in Riau Province ,Positif,Positif
712,lapas narkotika lsampaiung ikut serah surat pemberitahuan pindah pilih bimbing teknis kpps tapis lokasi khusus milu tahun 2024,Lampung Narcotics Prison took part in the Moving Notification Letter to Choose the Technical Guidance for KPPS Tapis Special Location Milu in 2024 ,Positif,Positif
713,partai gamang sikap gamang gerus oleh suara pd milu 2024,Gidy Party Glest attitude by votes in the 2024 election ,Netral,Positif
714,sama sukses milu 2024 aman damai sejuk tangkal hoaks ksampaianye hitam sumber,Same Success Milu 2024 Safe Peaceful Peace Tangkal Hoaks Ksempanye Black Source ,Positif,Positif
715,jelang hari coblos milu 2024 temu ratus surat suara rusak kabupaten lebak banten,Ahead of the 2024 MILU COBLOS day ,Netral,Positif
716,salam 4 jari milu adil saksi lengkap inews prime selasa 30 januari 2024 2030 wib di inews,greetings 4 fingers fair witnesses complete inews prime Tuesday 30 January 2024 2030 WIB in iNews ,Positif,Positif
717,kita pilih milu 2024 jangan golong putih kawan,Translatedsrcms desten textWe choose Milu 2024 Dont White Friends ,Netral,Positif
718,bsnpg siap kawal suara golkar pileg pilpres 2024,BSNPG Ready to guard the votes of Golkar Pileg Pilpres 2024 ,Positif,Positif
719,ganjar pranowomahfud md calon pimpin tepat indonesia gambar energi semangat milenial ingin berkonantiibusi bangsa,Ganjar Pranowo Mahfud MD Prospective Leader of Indonesia Figure Energy Millennial spirit Want to Contest the Nation ,Netral,Positif
720,apel kece personil bko pam tapis tahun 2024 wilayah hukum polda metro jaya jakarta jelang milu 2024 polda metro jaya gelar apel kece personil bko pam tapis tempat lapang presisi dit lantas polda metro jaya selasa 300124,APEL KECE BKO PAM TAPISA personnel in 2024 Jakarta Metro Jaya Regional Police jurisdiction Ahead ,Netral,Positif
721,full seru 4k ultra hdpemilu 2024 tempur oligarki rezim jokowi lawan rakyat jelata tonton video,full exciting 4k ultra hdpemilu 2024 combat oligarchy of the Jokowi regime ,Positif,Positif
722,kamu tau ini jadwal ksampaianye milu tahun 2024 lalu rapat umum pasang calon presiden wakil presiden partai politik simak lengkap infografis ya,You know this is the schedule for the Milu Achongness in 2024 then the General Meeting of Post of the Presidential Candidates for Vice President Political Parties see complete infographics huh ,Positif,Positif
723,kpu kabupaten banyumas laksana rapat koordinasi mungut hitung suara guna aplikasi sirekap milu tahun 2024 selasa 30012024,Banyumas Regency KPU is like a co coordination meeting to count votes for the Sirekap Milu application in 2024 Tuesday 30012024 ,Netral,Positif
724,hindar berita berita palsu ujar benci sukses milu 2024 damai sejuk hindar berita kandung ujar benci berita palsu tips aman sosial media cek sumber berita banyak memnaca jangan provokasi saring informasi sumber,Translatedsrcms desten textAvoid Fake News Fake News Successful Success 2024 Peace Cold Hindar News ,Negatif,Positif
725,jadi newtizen pimpin tuh seperti apa sih,So what is the leader netizen ,Netral,Positif
726,lanjut laksana patroli pantau giat masyarakat ada wilayah polsek masingmasing kantor selenggara milu 2024,Continued like the patrol monitoring of the community there is an area of the Sector Police each office of the Milu 2024 ,Netral,Positif
727,bersamasama jaga kondusifitas lingkung giat deklarasi milu damai 2024 beda pilih tetap jaga satu ciptidakan banten aman,Together with maintaining the environmental conduciveness of the Declaration of Peace Elections 2024 can choose to keep one of the safe Banten Ciptidakan ,Positif,Positif
728,pukul 2145 satgas humas laku dokumentasi giat personel omb polres halteng laksana giat patroli sekitar kota weda beri himbauan masyarakat kait tahap milu 2024 kabhalmahera tengahpolri,At 2145 Public Relations Task Force Documentation Documentation of the Halteng Police Station personnel Laksana Patrol around the City of Weda Give the Appeal of the Community of Kait Milu 2024 Kabhalmahera Tengah Polri ,Netral,Positif
729,masa milu tahun 2024 bagai lembaga kantor berita nasional peran penting menysampaiaikan informasi liput imbang edukasi masyarakat,MILU PERIUDS 2024 Like the National News Agency Institute the important role in the information of the public education draw information ,Positif,Positif
730,milenial mudamudi pilih ganjar pranowomahfud md calon pimpin tepat indonesia pimpin inklusif,Millennial Mudamudi Choose Ganjar Pranowomahfud MD Candidates for the Right Indonesia Lead Lead Inclusive ,Positif,Positif
731,bhabinkamtibmas kel cipondoh kec cipondoh aiptu sukarno laksana sambang silaturahmi cooling system jelang milu tokoh masyarakat temu bapak asugandhi jl maulana hasanudin rt0108 kel cipondoh kec cipondoh selasa 30 januari 2024,Bhabinkamtibmas Kel Cipondoh Kec Cipondoh Aiptu Sukarno Laksana Sambang Silaturahmi Cooling System ahead of Milu Community Leaders Temu Mr Asugandhi Jl Maulana Hasanudin RT0108 Kel Cipondoh Kec Cipondoh Tuesday 30 January 2024 ,Netral,Positif
732,jangan lupa datang tapis,Translatedsrcms desten textDont forget to come filter ,Netral,Positif
733,banyak 65495 tempat mungut suara tapis milu 2024 jakarta sekitar bagi polda metro jaya dalam tiga kategori mana 53 antara masuk kategori sangat rawan,many 65495 places to collect votes in Milu 2024 Jakarta around for the Jakarta Metropolitan Police in three categories 53 between entered the category of very vulnerable ,Negatif,Positif
734,sosialisai milu cek online,Online Check Election Socialization ,Netral,Positif
735,masa ksampaianye milu 2024 langsung mulai 28 november 2023 hingga 10 februari prabowo subianto,The period of the Milu 2024 Milus period immediately from November 28 2023 to 10 February Prabowo Subianto ,Netral,Positif
736,gedek lama2 liat milu 2024 banyak yang tutup goreng sama berita palsu banyak yang harus angkat media jadi tutup,Gedek Lama2 Clay Milu 2024 Many are covered with fried news with fake news many have to lift the media so it is closed ,Positif,Positif
737,survei lembaga kaji milu indonesia lkpi dapat elektabilitas prabowo subiantogibran rakabuming raka kian dominan jelang hari pencoblosanpilpres 2024 14 februari prabowo subianto,Survey of the Indonesian LKPI Milu Review Institute can be electability Prabowo Subiantogibran Rakabuming Raka Kian Kian Dominant ahead of the voting day of Pilpres 2024 February 14 ,Netral,Positif
738,calon anggota dpd ri dapil jawa barat nomor urut 7 agita nurfianti s psi,prospective member of the DPD RI Dapil West Java number 7 Agita Nurfianti S Psi ,Netral,Positif
739,giat lantik susul tugas awas tempat mungut suara kapanewon banguntapan kesiap sukses milu 2024 aman jujur adil martabat senin 29012024,actively inaugurated the following task of alert where to collect votes when the Banguntapan Banguntapan prepared successful 2024 safe honesty dignity Monday 29012024 ,Positif,Positif
740,ganjar pranowomahfud md calon pimpin tepat indonesia menciptidakan gera positif inspirasi generasi terus,Ganjar Pranowomahfud MD Prospective Leaders of Indonesia Create a positive generation of generation inspiration ,Positif,Positif
741,kamu perlu tau ini cara lihat profil calon anggota legislatif milu tahun 2024 simak infografis ya,You need to know this how to see the profile of prospective legislative members of MILU in 2024 see infographics ,Netral,Positif
742,semua ganjarmahfud waktu,All Ganjarmahfud time ,Netral,Positif
743,keren ni aku dukung 02 banget menang milu 2024 mersetujut02 jauh lawan,This is cool I support 02 really winning MILU 2024 MERSETUJUT02 FAR APPPROACH ,Positif,Positif
744,komitmen lapas pamekasan raih wbkwbbm sukses milu 2024,Pamekasan Lapas Commitment to win WBKWBBM SUCCESS MILU 2024 ,Positif,Positif
745,ayo dukung bareng bareng ssampaie milu 2024 moga 02 kalah lawan mersetujut02 jauh lawan,Lets Support Together Together with Ssampaie Milu 2024 Moga 02 Lose opponents Mersetujut02 Far Employees ,Positif,Positif
746,mantap banget hasil bagai lembaga survey menyatidakan unggul 02 mersetujut02 jauh lawan ssampaiai akhir milu 2024,Very great results for the Survey Institute stated that the superior 02 Mesetujut 02 was far against the end of the 2024 MILU ,Positif,Positif
747,calon pimpin tepat indonesia ganjar pranowomahfud md arti pimpin panggung partisipasi aktif generasi muda,Candidates for the Right Leads of Indonesia Ganjar Pranowomahfud MD means leading stage for the active participation of the younger generation ,Positif,Positif
748,milu 2024 sukses,Translatedsrcjw desten textFollow 2024 success ,Positif,Positif
749,hai ikut giat bimbing teknis kpps rangka siap mungut hitung suara milu 2024 giat laksana mulai tanggal 2628 januari 2024 serentidak se kabdemak,Hai joined the KPPS TECHNICAL TECHNICAL GUIDELINES READY TO CALCULATE MILU 2024 VOICE ,Positif,Positif
750,milu 2024 lawan jahat konstitusi,MILU 2024 EMPLOYE OPPONSMANTS CONSTITUTION ,Netral,Positif
751,panglima koopsud ii marsda tni dr budhi achmadi wakil komandan polisi militer koopsud ii kolonel pom chandra suheryanto sh hadir rapat koordinasi milu damai tahun 2024 sama rektor bantu rektor ptnpts sesulsel,Commander of Koopsud II Marsda TNI Dr Budhi Achmadi Deputy Commander of the Military Police Koopsud II Colonel POM Chandra Suheryanto SH attended the Milu Peace Coordination Meeting in 2024 with the Chancellor of Assisting the Rector of PTNPTS Sesulsel ,Negatif,Positif
